LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD (__3ZA3G6),2016,1,,,366836.4141,5026321.274
NAVY PRIV @ PRINCE OF WALES DR (0006476),2016,1,,,366840.3841,5028679.072
ALBERT ST btwn BRONSON AVE & BAY ST (__3ZA339),2016,2,,,366840.5086,5031081.063
WILLOW ST btwn LEBRETON ST N & RON KOLBUS PRIV (__4TZP1X),2016,1,,,366841.7625,5030025.073
ROCKY HILL DR btwn ASHMORE DR & BEARMAN ST (__44Z96C),2016,1,,,366842.504,5014462.957
VALEMONT ST btwn CRESTHAVEN DR & CAMBERLEY ST (__4N79WN),2016,1,,,366843.9985,5015385.602
PRINCE OF WALES DR btwn STRATTON DR & THIRD LINE RD S (__3ZBOC5),2016,1,,,366847.6671,5001557.826
FALAISE RD btwn FISHER AVE & ORTONA AVE (__3ZAALJ),2016,1,,,366853.7075,5024593.519
LAURIER AVE   W btwn BRONSON AVE & PERCY ST (__3ZA33Z),2016,1,1,,366854.2019,5030890.573
HARBOUR VIEW ST btwn HUNTCLIFF PL & ASHMORE DR (__44Z93J),2016,1,,,366856.5261,5014732.49
BAY ST @ SPARKS ST (0005128),2016,2,,,366856.7019,5031279.576
BEECH ST @ ROCHESTER ST (0002025),2016,2,,,366856.7041,5029342.559
GLADSTONE AVE @ LEBRETON ST (0005746),2016,1,,,366857.0819,5029919.577
CAMBRIDGE ST    N btwn PRIMROSE AVE & SOMERSET ST W (__3ZA0W7),2016,2,,,366857.4445,5030530.086
ANTARES DR btwn CAPELLA CRT & AURIGA DR (2) (__3ZA53B),2016,1,,,366858.1128,5021900.828
BRONSON AVE @ NEPEAN ST (0002163),2016,1,,,366860.7019,5030728.571
BOOTH ST @ RAYMOND ST (0006498),2016,3,,,366860.7041,5029641.561
WEST HUNT CLUB RD EB btwn 545 E OF ROYDON PL/SUNDERLAND ST & ANTARES D (__3ZA3JPB),2016,1,,,366862.368,5022460.261
CRESTHAVEN DR btwn STRANDHERD DR & BARNSTONE DR (__44Z9OK),2016,1,,,366862.7002,5015063.228
PRINCE OF WALES DR btwn TURN LANE & BASELINE RD (__3ZA4JW),2016,1,,,366864.0665,5026395.249
SOMERSET ST    W btwn ARTHUR ST & CAMBRIDGE ST N (__3ZA33I),2016,4,,,366864.566,5030411.602
WEST HUNT CLUB RD WB btwn 545 E OF ROYDON PL/SUNDERLAND ST & ANTARES D (__3ZA3JSB),2016,4,,,366865.3212,5022472.103
PRESTON ST btwn CARLING AVE & PRINCE OF WALES DR (__3ZA309),2016,1,,,366866.6884,5028847.749
MAPLEHILL WAY btwn PRINCE OF WALES DR & HAZELWOOD WAY (__3ZAA60),2016,1,,,366868.2346,5012560.109
FISHER AVE @ NORMANDY CRES S (0005079),2016,1,,,366868.7079,5024340.516
WELLINGTON ST btwn BAY ST & LYON ST N (__5D2JK9),2016,2,,,366869.3845,5031385.582
PRINCE OF WALES DR btwn NAVY PRIV & PRESTON ST (__3ZAZDX),2016,1,,,366870.2471,5028727.938
BILL LEATHEM DR btwn Continuation of BILL LEATHEM DR & LEIKIN DR (__3ZA10X),2016,1,,,366870.495,5017479.022
ARTHUR ST btwn SOMERSET ST W & CHRISTIE ST (__3ZA0WI),2016,1,,,366871.0495,5030292.6
ASHMORE DR btwn HEARTHSTONE PL & WHITEWATER ST (__44Z98O),2016,1,,,366871.1695,5014607.561
BASELINE RD/HERON RD @ PRINCE OF WALES DR (0002345),2016,11,,,366873.7071,5026438.534
SUNVALE WAY @ BRANCHWOOD ST (0011013),2016,1,,,366875.8329,5015542.827
ARLINGTON AVE btwn BOOTH ST & LEBRETON ST N (__3ZBOM0),2016,1,,,366882.2041,5029725.062
DRIVEWAY (THE) @ PRINCE OF WALES DR (0002128),2016,4,,,366883.706,5028137.548
PRINCE OF WALES DR btwn BASELINE RD & TURN LANE (__3ZA4J1),2016,1,,,366884.5647,5026483.88
BRONSON AVE @ PRIMROSE AVE (0006344),2016,3,1,,366885.703,5030669.571
NORMAN ST @ ROCHESTER ST (0006126),2016,1,,,366889.7041,5029270.558
CITIPLACE DR btwn COLONNADE RD N & Continuation of CITIPLACE DR (__5Z1V0T),2016,1,,,366890.0093,5023392.573
BOOTH ST @ ORANGEVILLE ST (0006511),2016,1,1,,366891.7041,5029571.561
FALLOWFIELD RD @ MERIVALE RD (0000587),2016,12,,,366891.7071,5018844.471
DYNES RD btwn CLAYMOR AVE & MORLEY BLVD (__3ZAAQE),2016,2,,1,366893.0445,5025765.007
ADELINE ST btwn NORFOLK AVE & ROCHESTER ST (__3ZA038),2016,1,,,366893.7045,5029103.056
CAMBRIDGE ST @ SOMERSET ST (0006339),2016,1,,,366899.1871,5030432.602
BAY ST @ QUEEN ST (0006360),2016,2,,,366899.7019,5031212.576
PRESTON ST @ PRINCE OF WALES DR/QUEEN ELIZABET (0006904),2016,1,,,366900.7049,5028776.554
PRINCE OF WALES DR btwn MAPLEHILL WAY & LODGE RD (__3ZA29Y),2016,3,,,366903.1694,5013139.379
BRISBANE RD @ MAYO AVE (0000268),2016,1,,,366907.7079,5020909.488
MACFARLANE RD btwn BRISBANE RD & GREENSIDE AVE (__3ZA3IG),2016,1,,,366907.7085,5021233.991
BELL ST @ WILLOW ST (0006330),2016,1,,,366908.7041,5030053.565
BRONSON AVE btwn LISGAR ST & COOPER ST (__3ZA33P),2016,1,,,366915.8521,5030600.003
FISHER AVE @ VIEWMOUNT DR (0005076),2016,2,,,366918.7079,5024209.515
NEPEAN ST btwn BRONSON AVE & PERCY ST (__3ZA40T),2016,1,,,366919.4425,5030763.134
PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54 (__3ZA30ZA),2016,3,,,366922.0463,5027700.022
BILL LEATHEM DR @ LEIKIN DR S (0005135),2016,2,,,366925.706,5017439.459
RIDEAU VALLEY DR btwn PRINCE OF WALES DR & BARNSDALE RD (__3ZA4J6),2016,1,,,366928.5909,5012010.555
FALLOWFIELD RD btwn MERIVALE RD & ASHDALE AVE (__3ZA3I0),2016,1,,,366933.2075,5018870.971
SOMERSET ST    W btwn CAMBRIDGE ST N & BRONSON AVE (__3ZA33K),2016,3,,1,366933.6871,5030453.86
LYON ST @ WELLINGTON ST (0002388),2016,15,,,366935.271,5031426.166
CRESTHAVEN DR @ WATERBRIDGE DR (0010169),2016,1,,,366937.6329,5015978.533
CRESTWAY DR @ LEIKIN DR (0009767),2016,1,,,366939.406,5016514.564
ALBERT ST @ BAY ST (0006357),2016,2,,1,366942.7019,5031143.575
APELDOORN AVE btwn MEADOWLANDS DR & NORMANDY CRES (__3ZAAN8),2016,1,,,366946.3871,5025118.738
PRINCE OF WALES DR btwn BASELINE RD/HERON RD & GREEN VALLEY CRES (__3ZA3G7),2016,2,,,366946.452,5026617.858
BELL ST @ GLADSTONE AVE (0006488),2016,3,,,366949.4951,5029965.084
DEBRA AVE btwn BELLAMY ST & END (__3ZA149),2016,1,,,366949.5264,5025499.922
BRONSON AVE btwn COOPER ST & SOMERSET ST W (__3ZA33L),2016,4,,,366950.6241,5030517.165
PRINCE OF WALES DR btwn VILLA CRES & MARYLAND AVE (__3ZA3G1),2016,1,,,366959.1422,5026002.037
HERON RD btwn PRINCE OF WALES DR & TURN LANE (1) (__5FD1E6),2016,1,,,366959.4064,5026457.145
LEBRETON ST @ RAYMOND ST (0006550),2016,1,,,366959.7041,5029681.562
LISGAR ST btwn BRONSON AVE & PERCY ST (__3ZA0XH),2016,2,,,366962.207,5030678.124
APPLEBY PRIV @ FISHER AVE (0002177),2016,1,,,366962.7079,5024103.514
LYON ST    N btwn SPARKS ST & WELLINGTON ST (__5D2JZR),2016,1,,,366968.09,5031397.5
LYON ST @ SPARKS ST (0006076),2016,3,,,366968.174,5031348.318
BRONSON AVE @ SOMERSET ST (0002218),2016,11,,,366968.1871,5030475.118
ROCKY HILL DR @ PRINCE OF WALES DR (0010328),2016,3,,,366968.7649,5014403.421
LAURIER AVE   W btwn PERCY ST & BAY ST (__3ZA331),2016,2,1,,366969.2025,5030958.573
ANTARES DR N @ AURIGA DR N (0005321),2016,1,,,366970.709,5021994.497
STRANDHERD DR btwn CRESTHAVEN DR & PRINCE OF WALES DR (__44Z9OP),2016,1,,,366975.7504,5014895.382
BAY ST @ SLATER ST (0005127),2016,3,,,366983.7019,5031078.574
BRONSON AVE btwn SOMERSET ST W & MACLAREN ST (__3ZBODK),2016,3,,,366983.9451,5030437.343
CRESTHAVEN DR btwn LEIKIN DR & VERSILIA DR (__4CZRNW),2016,1,,,366985.9333,5016431.308
COLLINGTON ST btwn VILLANDRY ST & SUNVALE WAY (__4N795U),2016,1,,,366991.8217,5015175.246
CARLING AVE @ ROCHESTER ST (0002145),2016,1,,,366992.7049,5029042.556
SUNVALE WAY btwn FAIRPARK DR & VILLANDRY ST (__4N79ZS),2016,1,,,366997.1904,5015336.533
BRONSON AVE @ MACLAREN ST (0006338),2016,2,,,366999.703,5030399.568
ALBERT ST btwn BAY ST & LYON ST N (__3ZA33B),2016,1,,1,367002.7019,5031181.576
FISHER AVE btwn APPLEBY PRIV & TURN LANE (__3ZA34M),2016,1,,,367003.8278,5024027.205
VERSILIA DR @ CRESTHAVEN DR (0010962),2016,1,,,367006.1929,5016340.402
BAY ST btwn SLATER ST & LAURIER AVE W (__3ZA0XO),2016,2,,,367009.2025,5031038.074
BRONSON AVE btwn MACLAREN ST & GILMOUR ST (__3ZA32B),2016,1,,,367015.7036,5030360.568
PRINCE OF WALES DR @ HARTWELL LOCKS/548 N OF R (0008223),2016,1,,,367016.7071,5027300.541
QUEEN ST @ LYON ST (0002159),2016,2,,,367018.7019,5031287.576
CAMBRIDGE ST    N btwn CHRISTIE ST & GLADSTONE AVE (__3ZA0VQ),2016,1,,,367023.663,5030137.108
NORMANDY CRES S @ ORTONA AVE S (0002535),2016,1,,,367029.709,5024390.517
BRONSON AVE @ GILMOUR ST (0006761),2016,1,,,367031.7041,5030321.567
AURIGA DR btwn ANTARES DR & DEAKIN ST (1) (__3ZA52G),2016,1,,,367038.3331,5021452.585
LYON ST    N btwn QUEEN ST & ALBERT ST (__3ZA30F),2016,2,,,367040.7019,5031253.576
BRONSON AVE btwn GILMOUR ST & CHRISTIE ST (__3ZA30C),2016,1,,,367041.2041,5030301.067
SOMERSET ST    W btwn BRONSON AVE & PERCY ST (__3ZA33M),2016,3,,,367041.2512,5030522.805
SLATER ST btwn BAY ST & LYON ST N (__3ZA33A),2016,2,,,367043.2025,5031115.575
BOOTH ST btwn NORMAN ST & CARLING AVE (__3ZA4PF),2016,3,,,367047.2049,5029213.058
BRONSON AVE @ CHRISTIE ST (0006349),2016,1,1,,367050.7041,5030280.567
MEADOWLANDS DR btwn CLAYMOR AVE & DEBRA AVE (__3ZA3GTA),2016,3,,,367053.4261,5025470.597
LEBRETON ST    S btwn DANIEL MCCANN ST & HENRY ST (__3ZBN6L),2016,1,,,367060.7049,5029445.059
ALBERT ST @ LYON ST (0002208),2016,3,,1,367062.7019,5031219.576
BRANCHWOOD ST btwn WELLS ST & WELLS ST (__4NBBG5),2016,1,,,367063.5868,5015597.526
COLONNADE RD    N btwn CITIPLACE DR & COLONNADE RD S (__3ZA0AJ),2016,1,,,367066.1355,5023280.014
BRONSON AVE @ JAMES ST (0005694),2016,2,,,367066.7041,5030241.567
GLADSTONE AVE @ CAMBRIDGE ST (0006328),2016,4,,,367067.691,5030037.025
COOPER ST @ PERCY ST (0005101),2016,1,,,367069.703,5030641.57
HWY417 IC121A RAMP16 btwn HIGHWAY 417 & RAYMOND ST (__3ZAY91),2016,1,,,367072.0028,5029696.165
BAY ST @ GLOUCESTER ST (0006315),2016,1,,,367074.703,5030933.573
CAMBRIDGE ST    N btwn GLADSTONE AVE & ARLINGTON AVE (__3ZAAJT),2016,1,,,367079.9175,5029921.743
LYON ST    N btwn ALBERT ST & SLATER ST (__3ZA30E),2016,2,,,367082.7025,5031186.076
BRONSON AVE btwn JAMES ST & FLORENCE ST (__3ZA1WO),2016,1,,,367082.7041,5030203.567
DYNES RD btwn MORLEY BLVD & PRINCE OF WALES DR (__3ZAA46),2016,1,,,367082.7556,5025887.65
LAURIER AVE   W btwn BAY ST & LYON ST N (__3ZA338),2016,1,1,,367094.203,5031033.074
BOOTH ST @ CARLING AVE (0002135),2016,1,,,367094.7049,5029106.557
KENT ST @ WELLINGTON ST (0002040),2016,4,1,,367097.7019,5031526.578
QUEEN ST btwn LYON ST N & KENT ST (__3ZA2FS),2016,1,,,367099.2025,5031337.076
GLADSTONE AVE btwn CAMBRIDGE ST N & BRONSON AVE (__3ZBODM),2016,2,1,,367101.1666,5030058.651
LYON ST @ SLATER ST (0002207),2016,3,,1,367102.703,5031152.575
QUEEN ELIZABETH DRWY btwn PRESTON ST & CRESCENT HGTS (__3ZA217),2016,1,,,367107.3294,5028955.572
WEST HUNT CLUB RD @ ANTARES DR/LASER ST (0000116),2016,11,,,367107.709,5022081.498
HIGHWAY 416 btwn HWY416 IC57 RAMP53 & HWY416 IC49 RAMP34 (__3ZAZJC),2016,2,,,367110.6931,5004512.19
STORMONT ST btwn ORTONA AVE & APELDOORN AVE (__3ZAA03),2016,1,,,367112.8653,5024581.184
DYNES RD @ PRINCE OF WALES DR (0003321),2016,3,1,1,367114.7079,5025923.529
SOMERSET ST @ PERCY ST (0006762),2016,3,1,,367115.7041,5030568.57
BRONSON AVE btwn FLORENCE ST & GLADSTONE AVE (__3ZA1WP),2016,1,,,367116.2041,5030123.565
PRINCE OF WALES DR btwn LODGE RD & STRANDHERD DR (__441HNW),2016,1,,,367117.2752,5014706.421
KENT ST btwn WELLINGTON ST & SPARKS ST (__3ZA3C1),2016,3,,,367118.7019,5031491.078
LYON ST    N btwn SLATER ST & LAURIER AVE W (__3ZBODA),2016,1,1,,367128.203,5031110.575
BRONSON AVE @ GLADSTONE AVE (0002110),2016,11,,2,367133.7041,5030081.565
CAMBRIDGE ST    N btwn ARLINGTON AVE & RAYMOND ST (__3ZA0PN),2016,1,,,367135.2049,5029792.562
BARNSDALE RD @ RIDEAU VALLEY DR (0010400),2016,1,,,367139.6989,5011811.409
CARLING AVE WB btwn BOOTH ST & LEBRETON ST S (__3ZA26H),2016,1,,,367139.7055,5029137.057
BROOKSTONE ST @ WATERBRIDGE DR (0010175),2016,1,,,367142.4249,5015960.94
ALBERT ST btwn LYON ST N & KENT ST (__3ZA3C9),2016,4,,,367142.5114,5031269.112
AURIGA DR @ DEAKIN ST (0000179),2016,1,,,367144.7101,5021589.494
COLLINGTON ST/DRUMLINS AVE S @ LEN LUNNEY CRES (0011011),2016,1,,,367145.571,5015213.869
BRONSON AVE btwn GLADSTONE AVE & MCLEOD ST (__3ZA30A),2016,4,,,367147.2045,5030048.565
ARTHUR LANE  S btwn PLYMOUTH ST & END (__3ZA1BD),2016,1,,,367148.2049,5029632.561
LAURIER AVE @ LYON ST (0002206),2016,3,1,,367153.703,5031068.574
BAY ST @ LISGAR ST (0005102),2016,1,,,367156.703,5030794.572
FISHER AVE @ PRINCE OF WALES DR (0000572),2016,8,,,367161.709,5023942.513
PRINCE OF WALES DR btwn TURN LANE & FISHER AVE (__3ZA29U),2016,2,1,,367162.3108,5023887.395
PRINCE OF WALES DR btwn FISHER AVE & NE/OT BOUNDARY (__3ZA2TZ),2016,2,,,367163.8806,5024011.635
HWY417 IC121A RAMP51 btwn HIGHWAY 417 & BRONSON AVE (__3ZAY9V),2016,2,,,367172.5919,5029677.09
BORDEN SIDE RD @ PRINCE OF WALES DR (0002178),2016,1,,,367173.709,5024127.515
LYON ST    N btwn LAURIER AVE W & GLOUCESTER ST (__3ZA30D),2016,1,,,367174.203,5031035.073
PRINCE OF WALES DR @ STRANDHERD DR (0013339),2016,16,,,367175.2921,5014824.188
BRONSON AVE btwn MCLEOD ST & FLORA ST (__3ZA300),2016,1,,,367176.2049,5029978.065
WELLINGTON ST btwn KENT ST & BANK ST (__3ZA15A),2016,1,1,,367177.7019,5031577.579
KENT ST @ QUEEN ST (0003137),2016,1,,,367179.703,5031386.577
SLATER ST btwn LYON ST N & KENT ST (__3ZA3CT),2016,4,,,367182.3025,5031202.418
FALLOWFIELD RD btwn ASHDALE AVE & PRINCE OF WALES DR (__3ZA3IQ),2016,5,,,367187.2937,5019031.899
PRINCE OF WALES DR btwn TURN LANE & RIDEAU SHORE CRT (__3ZA2Y3),2016,1,,,367193.7498,5023724.912
GLOUCESTER ST @ LYON ST (0006765),2016,1,,1,367194.703,5031001.573
KENT ST btwn QUEEN ST & ALBERT ST (__3ZA1XM),2016,2,,,367200.7283,5031353.092
BAY ST @ COOPER ST (0006763),2016,1,,,367201.7041,5030720.571
PRINCE OF WALES DR btwn STRANDHERD DR & BARNSTONE DR (__3ZA1YI),2016,2,,,367211.2116,5014904.141
DEBRA AVE @ MEADOWLANDS DR (0008852),2016,4,,,367215.1593,5025588.928
ALBERT ST @ KENT ST (OTTAWA) (0003136),2016,5,,1,367221.703,5031319.576
ARLINGTON AVE @ BRONSON AVE (0006759),2016,4,,,367222.7049,5029867.563
MACLAREN ST btwn PERCY ST & BAY ST (__3ZA80Z),2016,1,,,367224.1846,5030535.101
GLADSTONE AVE btwn BRONSON AVE & PERCY ST (__3ZA3B9),2016,1,,,367229.4062,5030146.388
LYON ST @ NEPEAN ST (0007697),2016,1,,,367234.7041,5030934.573
LAURIER AVE   W btwn LYON ST N & KENT ST (__3ZA3CQ),2016,1,1,,367234.9157,5031117.06
BANKFIELD RD btwn FIRST LINE RD & LOCKMASTER CRES (__3ZA2XX),2016,2,,,367235.897,5009475.606
BRONSON AVE btwn ARLINGTON AVE & RAYMOND ST (__3ZA3B3),2016,1,,,367237.5234,5029831.987
HIGHWAY 417 btwn HWY417 IC121A RAMP16 & HWY417 IC121A RAMP61 (__3ZA2YY),2016,18,,,367238.9319,5029750.106
KENT ST btwn ALBERT ST & SLATER ST (__3ZA1XL),2016,2,,,367241.703,5031286.076
CRESTWAY DR btwn GRAND GALA DR & PRINCE OF WALES DR (__3ZADK2),2016,2,,,367244.2038,5016588.249
BAY ST @ SOMERSET ST (0007204),2016,2,,,367248.6381,5030647.193
BRONSON AVE @ CATHERINE ST/RAYMOND ST (0007198),2016,15,1,1,367252.7049,5029796.563
MACFARLANE RD @ DEAKIN ST (0000197),2016,2,,,367253.7101,5021558.494
BANK ST @ WELLINGTON ST (0002039),2016,7,,2,367257.7019,5031628.579
KENT ST @ SLATER ST (0002114),2016,8,,3,367261.703,5031252.576
PRINCE OF WALES DR @ FAIRPARK DR (0010329),2016,1,,,367268.817,5015413.581
GLOUCESTER ST btwn LYON ST N & KENT ST (__3ZA9NX),2016,1,,,367276.1314,5031050.193
PRINCE OF WALES DR btwn BORDEN SIDE RD & NORMANDY CRES (__3ZA36O),2016,3,,,367286.4201,5024356.255
BRONSON AVE @ HWY 417 BRONSON IC121AR51 (0002693),2016,5,1,1,367288.7049,5029710.562
MEADOWLANDS DR btwn PRINCE OF WALES DR & DEBRA AVE (__3ZA3GTB),2016,4,1,,367291.3118,5025644.56
PRINCE OF WALES DR btwn FAIRPARK DR & WATERBRIDGE DR (__3ZA293),2016,1,,,367292.5234,5015679.631
HERON RD EB btwn PRINCE OF WALES DR & HERON RD EB OFF RAMP/VINCENT MAS (__3ZAZWA),2016,1,,,367301.727,5026481.109
ALBERT ST btwn KENT ST & BANK ST (__3ZA3CA),2016,3,,,367303.703,5031371.576
CATHERINE ST btwn BRONSON AVE & HWY417 IC121A RAMP61 (__3ZA3B4),2016,6,,,367304.5721,5029824.528
SOMERSET ST    W btwn BAY ST & LYON ST N (__3ZA3BB),2016,2,,,367307.4291,5030682.729
PERCY ST btwn FLORENCE ST & GLADSTONE AVE (__3ZA80K),2016,1,,,367308.7049,5030241.567
BAY ST btwn MACLAREN ST & GILMOUR ST (__3ZA80X),2016,1,1,,367311.7045,5030538.57
PRINCE OF WALES DR btwn RIDEAU SHORE CRT & COLONNADE RD (__3ZBPHP),2016,2,,,367315.0666,5023442.796
KENT ST @ LAURIER AVE (0002222),2016,5,2,,367316.703,5031164.575
BRONSON AVE @ IMPERIAL AVE/PLYMOUTH ST (0010859),2016,8,,,367318.706,5029643.561
COOPER ST @ LYON ST (0010861),2016,1,,,367321.7041,5030792.571
ALEXANDRA BR btwn MURRAY ST & END (__3ZA2TK),2016,1,,,367323.7995,5032440.099
GLADSTONE AVE @ PERCY ST (0007203),2016,3,,,367328.7049,5030206.566
BAY ST @ GILMOUR ST (0007322),2016,1,1,,367333.7049,5030501.569
WELLINGTON ST btwn BANK ST & O'CONNOR ST (__3ZA3MF),2016,3,,1,367335.7025,5031675.579
KENT ST btwn LAURIER AVE W & GLOUCESTER ST (__3ZBOFI),2016,1,,,367337.2036,5031131.575
BRONSON AVE btwn PLYMOUTH ST & RENFREW AVE (__3ZA3B1),2016,6,,,367337.706,5029597.561
HERON RD WB btwn PRINCE OF WALES DR & HERON RD WB ON RAMP/VINCENT MASS (__3ZA37C),2016,2,,1,367340.7269,5026513.859
PRINCE OF WALES DR btwn WATERBRIDGE DR & CRESTWAY DR (__3ZA294),2016,1,,,367342.2215,5016261.367
MACDONALD-CARTIER BR btwn RAMP & END (2) (__3ZA3UC),2016,3,,,367342.3095,5033239.045
SLATER ST btwn KENT ST & BANK ST (__3ZA349),2016,2,,,367343.2036,5031303.576
LYON ST    N btwn COOPER ST & SOMERSET ST W (__3ZA3BE),2016,1,,,367343.9621,5030755.418
PRINCE OF WALES DR btwn 187 N OF MEADOWLANDS DR & MEADOWLANDS DR/HOG'S (__3ZA36WA),2016,6,,,367344.4308,5025783.597
MACDONALD-CARTIER BR btwn RAMP & END (1) (__3ZA1QK),2016,3,,,367345.5495,5033251.661
COLONEL BY DR btwn UNIVERSITY RD & HOG'S BACK RD (__3ZA22V),2016,1,,,367348.4085,5026329.839
COLONEL BY DR @ UNIVERSITY RD - CARLETON (0007131),2016,2,,,367348.5479,5026852.638
PRINCE OF WALES DR btwn BLAZER AVE & DEAKIN ST (__3ZA29V),2016,5,,,367349.6817,5021316.864
MACLAREN ST btwn BAY ST & LYON ST N (__3ZA8GM),2016,1,,,367350.0528,5030610.353
BLAZER AVE @ PRINCE OF WALES DR (0000049),2016,1,,,367352.711,5021106.49
CAMBRIDGE ST @ CARLING AVE (0007138),2016,1,,,367353.706,5029274.558
CATHERINE ST @ HWY 417 BRONSON IC121AR61 (0002694),2016,1,,,367354.706,5029855.563
BRONSON AVE @ RENFREW AVE (0007197),2016,1,,,367356.706,5029551.56
GLOUCESTER ST @ KENT ST (0006973),2016,2,,1,367357.7041,5031098.574
CHAMBERLAIN AVE @ IMPERIAL AVE (0011444),2016,1,,,367360.771,5029674.046
PRINCE OF WALES DR @ WATERFORD DR (0000546),2016,1,,,367362.711,5021037.49
LYON ST @ SOMERSET ST (0010860),2016,4,,,367366.22,5030718.264
CRESTWAY DR @ PRINCE OF WALES DR (0010323),2016,6,,,367370.526,5016576.909
PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK (0001629),2016,15,2,,367371.9189,5025693.477
BRONSON AVE btwn RENFREW AVE & POWELL AVE (__3ZA3BZ),2016,6,,,367372.2925,5029514.387
PRINCE OF WALES DR btwn FALLOWFIELD RD & AMBERWOOD CRES (__3ZA27I),2016,5,,,367377.4602,5019776.832
BAY ST @ JAMES ST (0007321),2016,1,,,367377.7049,5030428.568
PRINCE OF WALES DR btwn MEADOWLANDS DR & NESBITT PL (__3ZA36V),2016,4,,,367380.1349,5025623.037
ALBERT ST @ BANK ST (0002115),2016,5,,,367385.703,5031423.577
BRONSON AVE @ POWELL AVE (0007212),2016,8,1,,367387.8789,5029477.214
HIGHWAY 417 btwn HWY417 IC121A RAMP51 & HWY417 IC120A RAMP52 (__3ZA2R6),2016,13,,,367389.6851,5029786.444
DEAKIN ST @ PRINCE OF WALES DR (0001073),2016,7,,,367390.711,5021523.494
MCCORDICK RD btwn MACKEY RD & COWELL RD (__3ZA0NM),2016,2,,,367391.0503,4995275.9
PRINCE OF WALES DR btwn CRESTWAY DR & WINDING WAY (__3ZA26E),2016,3,,,367391.1418,5016813.8
GLADSTONE AVE btwn PERCY ST & BAY ST (__3ZA3PR),2016,1,,,367395.7049,5030247.567
COLONNADE RD @ PRINCE OF WALES DR (0005249),2016,13,,,367396.9159,5023264.146
LAURIER AVE   W btwn KENT ST & BANK ST (__3ZA344),2016,3,1,,367398.7036,5031215.076
KENT ST @ NEPEAN ST (0006972),2016,1,,,367398.7041,5031029.574
PRINCE OF WALES DR @ FALLOWFIELD RD (0000566),2016,11,,,367399.7101,5019166.474
CARLING AVE WB btwn CAMBRIDGE ST S & BRONSON AVE (__3ZA25E),2016,1,,,367400.7066,5029305.058
PRINCE OF WALES DR @ WATERBEND LANE (0005204),2016,1,,,367401.711,5021574.494
BRONSON AVE btwn POWELL AVE & CLEMOW AVE (__3ZA3OX),2016,2,,,367404.2925,5029437.386
PRINCE OF WALES DR btwn WELLSMERE CRT & RIDEAU HEIGHTS LANE (__3ZA29P),2016,1,,,367410.7124,5022532.757
PRINCE OF WALES DR btwn WELLSMERE CRT & TURN LANE (__3ZA2Y6),2016,2,,,367411.4608,5022198.733
WEST HUNT CLUB RD btwn TURN LANE & PRINCE OF WALES DR (2) (__3ZA3KK),2016,1,,,367412.211,5021892.997
O'CONNOR ST @ WELLINGTON ST (0002234),2016,4,,1,367413.703,5031722.58
IMPERIAL AVE btwn CHAMBERLAIN AVE & RENFREW AVE (__58ODH1),2016,1,,,367416.5264,5029679.743
KIPPEWA DR btwn DOW'S LAKE RD & BRONSON AVE (__3ZA9M0),2016,1,,,367418.2901,5029088.936
QUEEN ST btwn BANK ST & O'CONNOR ST (__3ZA2FQ),2016,1,,,367420.703,5031537.579
BAY ST @ FLORENCE ST (0007469),2016,1,,,367420.7049,5030356.567
CLEMOW AVE @ BRONSON AVE (0007248),2016,1,,,367420.706,5029397.559
BANK ST @ SLATER ST (0002223),2016,6,,,367424.7041,5031354.577
RENFREW AVE btwn BRONSON AVE & IMPERIAL AVE (__3ZA93K),2016,1,,,367424.8621,5029593.488
LYON ST    N btwn MACLAREN ST & GILMOUR ST (__3ZA3QR),2016,2,,,367431.7049,5030610.07
BRONSON AVE btwn CLEMOW AVE & CARLING AVE (__3ZA3OV),2016,1,,,367434.2066,5029366.559
AMBERWOOD CRES @ PRINCE OF WALES DR (0000048),2016,3,,,367435.711,5020647.486
PRINCE OF WALES DR btwn WINDING WAY & MERIVALE RD (__3ZA26F),2016,2,,,367436.8965,5017333.262
KENT ST @ LISGAR ST (0007733),2016,1,,,367437.7041,5030963.573
TRADEWINDS DR btwn PENDERBROOK AVE & HEATHWOOD GT (__4O47PD),2016,1,,,367439.4404,5016501.911
GLOUCESTER ST btwn KENT ST & BANK ST (__3ZBOR0),2016,4,,,367440.7041,5031148.575
HWY417 IC121A RAMP61 btwn CATHERINE ST & HIGHWAY 417 (__3ZAY9W),2016,2,,,367441.2545,5029868.936
PRINCE OF WALES DR @ NORMANDY CRES S/KOCHAR DR (0006961),2016,2,,,367446.711,5024562.518
BRONSON AVE @ CARLING AVE/GLEBE AVE (0002134),2016,14,,,367447.7071,5029335.558
PRINCE OF WALES DR btwn TURN LANE & WEST HUNT CLUB RD (__3ZA26D),2016,2,,,367449.6445,5021807.002
PRINCE OF WALES DR @ MERIVALE RD (0000564),2016,3,,,367449.709,5017616.461
BOTELER ST @ SUSSEX DR (0011436),2016,6,1,1,367451.309,5032951.973
