LOCATION,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
INDUSTRIAL AVE @ NEIGHBORHOOD WAY (0002706),2014,3,,,371092.7189,5030527.5641
INDUSTRIAL AVE @ OC TRANSPO GARAGE/215m E OF RUSSELL RD (0014365),2014,1,,,372639.512,5030159.8722
INDUSTRIAL AVE @ RIVERSIDE DR (0011905),2014,34,2,,370684.717,5030592.566
INDUSTRIAL AVE @ RUSSELL RD (0007732),2014,6,,,372465.7249,5030279.56
INDUSTRIAL AVE @ TRAINYARDS DR (0011906),2014,6,,,371685.9551,5030539.4789
INDUSTRIAL AVE btwn NEIGHBORHOOD WAY & TRAINYARDS DR (__6N4VKM),2014,4,,,371389.18649,5030554.1075
INDUSTRIAL AVE btwn RUSSELL RD & ST. LAURENT BLVD (__3ZA3R7),2014,17,,,372563.70097,5030229.25988
INDUSTRIAL AVE btwn SANDFORD FLEMING AVE & NEIGHBORHOOD WAY (__3ZA3PC),2014,2,,,370988.06754,5030537.87944
INDUSTRIAL AVE btwn TRAINYARDS DR & RUSSELL RD (__3ZA3R9),2014,9,,,371901.26035,5030497.31842
INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD (0002203),2014,32,,,373099.7279,5030005.557
INNES RD @ 215 W OF CYRVILLE RD/HOME DEPOT W (0012457),2014,10,,,374855.0565,5030996.7088
INNES RD @ 240 E OF TENTH LINE RD/HOME DEPOT E (0012919),2014,2,,,384177.0791,5036256.0055
INNES RD @ 260 E OF BELCOURT BLVD/WALMART SC (0012533),2014,4,,,382347.1994,5035398.9662
INNES RD @ 298 E OF WILDFLOWER DR/LOBLAWS SC (0012918),2014,8,,,383213.9786,5035802.7884
INNES RD @ EASTPARK DR E/RONDEL ST (0003146),2014,1,,1,378794.7449,5033314.5649
INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD (0012475),2014,19,,,382637.7559,5035567.5641
INNES RD @ ORCHARDVIEW AVE/ESPRIT DR (0012279),2014,5,,,384844.7641,5036560.56
INNES RD @ ORLEANS BLVD (0003611),2014,16,,,380460.7951,5034296.403
INNES RD @ PAGE RD (0012476),2014,7,,,380887.751,5034540.5649
INNES RD @ PORTOBELLO BLVD (0009187),2014,4,,,385631.7679,5036892.5581
INNES RD @ PROVENCE AVE (0009244),2014,3,,,386110.191,5037083.966
INNES RD @ SOUTHPARK DR (0004142),2014,1,,,377839.7419,5032754.5649
INNES RD @ STAR TOP RD/WINDMILL LANE (0008734),2014,12,1,,374147.731,5030666.56
INNES RD @ STONEHENGE CRES E (0009355),2014,7,,,375363.7351,5031313.5611
INNES RD @ STONEHENGE CRES W (0009354),2014,8,,,375199.7351,5031216.5611
INNES RD @ TAUVETTE ST/GLEN PARK DR W (0003683),2014,2,,,377346.7411,5032465.5641
INNES RD @ TENTH LINE RD (0004633),2014,33,,,383957.6671,5036156.609
INNES RD @ TRIM RD (0012870),2014,8,,,386566.7721,5037273.5559
INNES RD @ VISENEAU DR (0012442),2014,7,2,,381798.7529,5035073.5649
INNES RD @ WILDFLOWER DR (0012871),2014,3,,,382936.757,5035690.5641
INNES RD btwn 173 W OF ORIENT PARK DR & ORIENT PARK DR (__3ZA2AZB),2014,1,1,,378244.78599,5032991.40127
INNES RD btwn 260 E OF BELCOURT BLVD/WALMART SC & JEANNE D'ARC BLVD/ME (__3ZA3JWB),2014,6,1,,382491.84605,5035484.41075
INNES RD btwn ANDERSON RD & INNES RD (__3ZA3J2),2014,4,,,376492.20654,5031962.8948
INNES RD btwn BANTREE ST & STAR TOP RD (__3ZA2XP),2014,7,,,373927.11278,5030536.03791
INNES RD btwn BEARBROOK RD & 173 W OF ORIENT PARK DR (__3ZA2AZA),2014,1,,,378081.6749,5032894.58735
INNES RD btwn BELCOURT BLVD & 260 E OF BELCOURT BLVD/WALMART SC (__3ZA3JWA),2014,2,,,382234.38915,5035332.78815
INNES RD btwn BLAIR RD & ANDERSON RD (__3ZA3JZ),2014,9,,,375924.687,5031648.71147
INNES RD btwn CASABELLA DR & ORCHARDVIEW AVE (__30LQUN),2014,3,,,384736.8471,5036511.82395
INNES RD btwn CLEROUX CRES & KEYSTONE CRT (__3ZA2A5),2014,1,,,379142.27586,5033512.51122
INNES RD btwn CYRVILLE RD & STONEHENGE CRES (__3ZA3RE),2014,2,,1,375122.23195,5031170.49337
INNES RD btwn DU GRAND BOIS AVE & 298 E OF WILDFLOWER DR (__3ZA3Y4A),2014,1,,,383163.36345,5035782.24545
INNES RD btwn EASTPARK DR & CLEROUX CRES (__3ZA2A6),2014,1,,,378905.2449,5033377.0649
INNES RD btwn FRANK KENNY RD & O'TOOLE RD (__3ZA3MX),2014,11,,,388747.67562,5038158.76355
INNES RD btwn GREENVALE LANE & VISENEAU DR (__3ZA2L4),2014,1,,,381725.81361,5035030.9568
INNES RD btwn HWY417 IC112 RAMP55 & HWY417 IC112 RAMP58 (__33H3LG),2014,2,,,374210.7236,5030703.02205
INNES RD btwn HWY417 IC112 RAMP57 & HWY417 IC112 RAMP65 (__3ZAZE9),2014,2,,,374355.97228,5030787.90028
INNES RD btwn HWY417 IC112 RAMP65 & HWY417 IC112 RAMP56 (__3ZA3RA),2014,2,,,374453.15333,5030844.93353
INNES RD btwn HWY417 IC112 RAMP66 & CYRVILLE RD (__3ZA3RCB),2014,2,,,374959.21839,5031058.51518
INNES RD btwn HWY417 IC112 RAMP67 & HWY417 IC112 RAMP66 (__3ZA2TC),2014,1,,,374797.73345,5030973.56
INNES RD btwn HWY417 IC112 RAMP68 & HWY417 IC112 RAMP67 (__33HXOO),2014,1,,,374706.7329,5030943.06
INNES RD btwn INDUSTRIAL AVE & BANTREE ST (__3ZA2XQ),2014,1,,,373401.30134,5030207.86564
INNES RD btwn INNES RD & PAGE RD (__3ZA3JY),2014,2,,,380758.98835,5034465.50178
INNES RD btwn JEANNE D'ARC BLVD S & WILDFLOWER DR (__3ZA1ZE),2014,6,,,382786.91931,5035629.85429
INNES RD btwn ORCHARDVIEW AVE & PORTOBELLO BLVD (__3ZA1VW),2014,2,,,385234.2989,5036735.92659
INNES RD btwn ORIENT PARK DR & EASTPARK DR (__3ZA2A1),2014,1,,,378440.90801,5033107.65431
INNES RD btwn O'TOOLE RD & DUNNING RD (__3ZBN92),2014,2,,,390384.02752,5038817.05375
INNES RD btwn PAGE RD & 473 E OF PAGE RD/BUILDERS' WAREHOUSE SC (__3ZAYFDA),2014,2,,,381093.16549,5034660.71258
INNES RD btwn PENNINGTON LANE & GRAVELLE CRES (__3ZA2GQ),2014,1,,,377625.2879,5032629.6585
INNES RD btwn PRESTWICK DR & TENTH LINE RD (__3ZA3Y7),2014,12,,1,383749.82805,5036070.86355
INNES RD btwn PROVENCE AVE & TRIM RD (__3ZA1YR),2014,1,,,386338.67014,5037178.30615
INNES RD btwn SOUTHPARK DR & BEARBROOK RD (__3ZA2AX),2014,1,,,377917.2419,5032798.5649
INNES RD btwn STAR TOP RD & HWY417 IC112 RAMP55 (__3ZAZPO),2014,1,,,374171.08477,5030681.88187
INNES RD btwn STONEHENGE CRES & BLAIR RD (__3ZA3SK),2014,1,,,375470.72987,5031377.54307
INNES RD btwn TAUVETTE ST & GRAVELLE CRES (__3ZA3J3),2014,2,,,377404.7411,5032500.0641
INNES RD btwn TENTH LINE RD & 240 E OF TENTH LINE RD/HOME DEPOT E (__3ZBOGOA),2014,1,,,384075.0895,5036207.7966
INNES RD btwn VISENEAU DR & BELCOURT BLVD (__3ZA3JX),2014,4,,,381960.55636,5035169.43159
INNES RD btwn WILDFLOWER DR & CHAPELIER PRIV (__5JF3QO),2014,2,,,382974.1685,5035706.1341
INNES RD EB btwn INNES RD & INNES RD W (__3ZA3HD),2014,3,,,376933.56071,5032180.0572
INNES RD EB btwn INNES RD E & ORLEANS BLVD (__3ZA3J0),2014,2,,,380100.96508,5034068.33703
INNES RD EB btwn ORLEANS BLVD & INNES RD (__3ZA3KL),2014,1,,,380550.02304,5034332.35058
INNES RD WB btwn INNES RD E/BLACKBURN BYPASS & ORLEANS BLVD (__3ZA1ZJ),2014,2,,,380090.80449,5034076.18957
INNES RD WB btwn INNES RD W & INNES RD (__3ZA3J8),2014,2,,,376929.0443,5032199.08779
INNES RD/PRESTWICK DR @ LANTHIER DR (0004251),2014,6,,1,383541.989,5035985.1181
INSMILL CRES btwn CHELTONIA WAY & GOLDRIDGE DR S (__3ZA47T),2014,2,,,349762.1584,5019184.12346
INVERNESS AVE @ MEADOWLANDS DR (0001758),2014,1,,,365748.7019,5024716.5189
INVERNESS AVE @ WIGAN DR (0001912),2014,1,,,365827.703,5024604.5181
INVERNESS AVE btwn KILMORY CRES & BENSON ST (__3ZA0CH),2014,1,,,365975.09553,5024448.24988
IONA ST @ ISLAND PARK DR (0006683),2014,5,,,364349.6951,5028385.551
IONA ST @ PICCADILLY AVE (0006693),2014,1,,,364433.6951,5028422.551
IONA ST btwn MAYFAIR AVE & CLARENDON AVE (__3ZA0K8),2014,1,,,364618.6955,5028506.0525
IPSWICH TER btwn BEACON WAY & FLAMBOROUGH WAY (__3ZA584),2014,2,,,349234.8989,5023047.68795
IRIS ST @ PINECREST SC (0011628),2014,1,,,360639.703,5023382.0449
IRIS ST @ WOODROFFE AVE (0002736),2014,10,,,362282.6849,5024441.5159
IRIS ST btwn FIELD ST & WHITMORE AVE (__3ZAAMR),2014,1,,,362709.35524,5024672.44647
IRIS ST btwn GATEWAY RD & PARKWAY DR (__3ZBNGF),2014,1,,,361850.683,5024114.0125
IRIS ST btwn GREENBANK RD & TO BE DETERMINED (__3ZAYFO),2014,3,,,360557.67435,5023321.4162
IRIS ST btwn HIGHGATE RD & GATEWAY RD (__3ZABUN),2014,1,,,361722.43795,5024009.01305
IROQUOIS RD btwn 118 N OF CARLING AVE/CARLINGWOOD SC & HAYMARKET ST (__3ZAAEVB),2014,1,,,362227.85044,5026220.15349
IROQUOIS RD btwn CARLING AVE & LENESTER AVE (__3ZA0DK),2014,1,,,362257.11624,5025861.0441
ISABELLA ST btwn METCALFE ST & ELGIN ST (__3ZA258),2014,1,,,368531.56429,5030444.83831
ISABELLA ST btwn O'CONNOR ST & METCALFE ST (__3ZA3PW),2014,1,,,368373.209,5030354.56655
ISABELLA ST/HWY 417 O'CONN IC119BR57 @ O'CONNO (0001698),2014,1,,,368297.709,5030309.566
ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST (0011380),2014,17,,,368448.709,5030399.5671
ISIDORE ST @ PRINCE ALBERT ST (0008553),2014,1,,,371681.7181,5032033.5759
ISLAND PARK DR @ HELENA ST (0006915),2014,1,,,364413.6951,5028239.5499
ISLAND PARK DR @ MERIVALE RD (0002103),2014,2,,,364653.6959,5028023.5479
ISLAND PARK DR @ RICHMOND RD (0002125),2014,11,1,,364130.694,5028867.5559
ISLAND PARK DR @ SCOTT ST (0002126),2014,1,,1,363833.6921,5029040.557
ISLAND PARK DR @ SUNNYMEDE AVE (0006460),2014,1,,,363664.691,5029250.5589
ISLAND PARK DR btwn BYRON AVE & IONA ST (__3ZA233),2014,2,,,364302.69455,5028494.55195
ISLAND PARK DR btwn CLEARVIEW AVE & OTTAWA RIVER PKWY (__3ZA23A),2014,2,,,363489.69055,5029385.06055
ISLAND PARK DR btwn MAILES AVE & RICHMOND RD (__3ZA236),2014,1,,,364081.77381,5028897.50361
ISLAND PARK DR btwn OTTAWA RIVER PKWY & TURN LANE (__3ZA23D),2014,1,,,363365.12206,5029428.08378
ISLAND PARK DR btwn RICHMOND RD & BASSETT LANE (__3ZA235),2014,2,,,364186.48976,5028758.91672
ISLAND PARK DR btwn SCOTT ST & MAILES AVE (__3ZA237),2014,1,,,363925.97475,5028972.72183
ISLAND PARK DR SB btwn ISLAND PARK DR NB/SB SPLIT & ISLAND PARK CRES (__3ZA21T),2014,1,,,364447.14319,5028149.20679
ISLAND VIEW DR N @ MANOTICK MAIN ST (0009335),2014,1,,,369787.7079,5009020.389
JACK PURCELL LANE btwn LEWIS ST & WAVERLEY ST (__3ZAZDF),2014,1,,,368261.04435,5030963.02501
JACKMAN TER btwn AIRD PL & AIRD PL (__3ZA50U),2014,1,,,351999.09318,5019080.12665
JAMES CUMMINGS AVE btwn MYRLE AVE & CYRUS CRT (__3ZA16H),2014,1,,,356136.57941,5024024.74974
JAMES ST @ BANK ST (0007264),2014,1,1,,367832.706,5030700.5701
JAMES ST @ KENT ST (0007277),2014,3,,,367659.706,5030598.569
JAMES ST @ LYON ST (0007256),2014,2,,,367496.7049,5030502.569
JAMIE AVE @ SUNDERLAND ST (0004576),2014,2,,,366064.7041,5022022.497
JAMIE AVE btwn MERIVALE RD & SUNDERLAND ST (__3ZA0XW),2014,1,,,365873.06576,5021901.60329
JASMINE CRES btwn OGILVIE RD & ARROWSMITH DR (__3ZA7WI),2014,1,1,,375444.44883,5033675.07942
JASMINE CRES btwn OGILVIE RD & BEAVERHILL DR (__3ZBO10),2014,2,,1,375520.3207,5034036.45394
JASMINE CRES S @ OGILVIE RD (0009282),2014,3,,,375354.7279,5033720.5811
JEANNE D'ARC BLVD  N btwn AVIGNON CRT & DECARIE DR (__3ZBN8P),2014,1,,,380744.24705,5038502.81947
JEANNE D'ARC BLVD  N btwn DECARIE DR & BILBERRY DR (__3ZA7JD),2014,2,,,381028.39935,5038549.225
JEANNE D'ARC BLVD  N btwn MILLWOOD CRT & BILBERRY DR (__3ZA6BX),2014,1,,,380328.39822,5038270.51427
JEANNE D'ARC BLVD  N btwn OR174 IC105 RAMP36 & Continuation of JEANNE  (__3ZA2AQ),2014,1,1,,379279.234,5037257.5951
JEANNE D'ARC BLVD  N btwn VINEYARD DR & VOYAGEUR DR (__3ZA68P),2014,1,,,379195.48168,5037564.22184
JEANNE D'ARC BLVD  N btwn VOYAGEUR DR & PADDLER WAY (__3ZBO4L),2014,2,,,379404.6677,5037917.54767
JEANNE D'ARC BLVD  S btwn BEAUSEJOUR DR & BELCOURT BLVD (__3ZA2BI),2014,1,,,381607.43018,5035867.24727
JEANNE D'ARC BLVD  S btwn BELCOURT BLVD & DES EPINETTES AVE (__3ZA3Y6),2014,1,,,382044.39159,5035950.48322
JEANNE D'ARC BLVD  S btwn CEDAR MILLS RD & BEAUSEJOUR DR (__3ZA2BK),2014,1,,,381336.10287,5036188.5134
JEANNE D'ARC BLVD  S btwn DES EPINETTES AVE & SAPINIER ST (__3ZA3Y5),2014,2,,,382429.13131,5035922.66912
JEANNE D'ARC BLVD  S btwn HENRI LAUZON ST & BOYER RD (__3ZA2BL),2014,1,,,380622.37765,5036179.37346
JEANNE D'ARC BLVD  S btwn OR174 IC105 RAMP53 & YOUVILLE DR (__3ZA2BX),2014,1,,,379607.23755,5036748.0889
JEANNE D'ARC BLVD  S btwn SAPINIER ST & INNES RD (__3ZA3Y3),2014,1,,,382596.7555,5035668.56505
JEANNE D'ARC BLVD  S btwn ST. JOSEPH BLVD & WOODCLIFFE PRIV (__4FNS33),2014,2,,,379962.08173,5036324.49764
JEANNE D'ARC BLVD  S btwn WOODCLIFFE PRIV & HENRI LAUZON ST (__3ZA2BM),2014,3,,,380332.91539,5036199.25106
JEANNE D'ARC BLVD  S btwn YOUVILLE DR & ST. JOSEPH BLVD (__3ZA2BT),2014,1,,,379781.78887,5036599.87961
JEANNE D'ARC BLVD @ FORTUNE DR/VINEYARD DR (0004393),2014,4,,,379238.7329,5037375.5959
JEANNE D'ARC BLVD @ GREY NUNS DR/YOUVILLE DR (0003147),2014,1,,,379670.7381,5036700.5879
JEANNE D'ARC BLVD @ MONTCERF CRT (0004155),2014,6,,,381117.746,5036286.577
JEANNE D'ARC BLVD @ OR174 IC105 RAMP52 (0012417),2014,2,,,379455.7359,5036917.591
JEANNE D'ARC BLVD @ ORLEANS BLVD N (0003792),2014,6,,,380028.734,5038105.5989
JEANNE D'ARC BLVD @ ORLEANS BLVD S (0004154),2014,19,,,380940.7449,5036250.5781
JEANNE D'ARC BLVD @ SAPINIER ST (0004220),2014,1,,,382555.7551,5035769.566
JEANNE D'ARC BLVD @ VORLAGE DR W/VOYAGEUR WAY (0004394),2014,1,,,379267.7321,5037741.5989
JEANNE D'ARC BLVD @ WILLOW AVE (0004526),2014,1,,,381625.7389,5038839.597
JEANNE D'ARC BLVD btwn CATTAIL WAY & MILLROAD WAY (__3ZA7LN),2014,1,,1,381901.58712,5039083.11837
JEANNE MANCE ST btwn OLMSTEAD ST & LAJOIE ST (__3ZA7CA),2014,2,,,370580.49986,5032957.51009
JEFFERSON ST btwn FEATHERSTON DR & ARIZONA AVE (__3ZA9P0),2014,1,,,371781.7279,5027291.53755
JENNIFER LANE @ PHEASANT RUN DR (0000812),2014,1,,,361564.6721,5015381.434
JERSEY ST btwn LIBERTY WAY & LIBERTY WAY (__42HLX5),2014,1,,,385569.16519,5037354.01896
JERSEY TEA CIRC btwn NORTH BLUFF DR & NORTH BLUFF DR (__6N37AN),2014,1,,,369419.64697,5015720.23019
JINKINSON RD btwn FERNBANK RD & HAZELDEAN RD (__7JQ7K3),2014,7,,,344894.71764,5010361.52795
JOCK TR @ DWYER HILL RD (0005274),2014,1,,,349233.523,4997772.334
JOCKVALE RD @ CAMBRIAN RD/GOLFLINKS DR W (0009702),2014,10,,,365382.691,5013223.4189
JOCKVALE RD @ EXETER DR/TARTAN DR (0010065),2014,2,,,363323.6819,5014773.431
JOCKVALE RD @ FABLE ST/WEYBRIDGE DR E (0000722),2014,2,,,362512.677,5015143.4329
JOCKVALE RD @ LONGFIELDS DR (0013613),2014,4,,,364829.2929,5014001.0279
JOCKVALE RD @ STRANDHERD DR (0010541),2014,8,,,363560.4819,5014577.8499
JOCKVALE RD btwn BLACKLEAF DR & GOLFLINKS DR (__6ZT2B4),2014,1,,,365777.76498,5012726.14748
JOCKVALE RD btwn CEDARVIEW RD & JENNIFER LANE (__3ZAB7J),2014,1,,,361532.67155,5015276.93345
JOCKVALE RD btwn GOLFLINKS DR & PRINCE OF WALES DR (__3ZA4J7),2014,3,,,366408.93109,5012449.43028
JOCKVALE RD btwn TARTAN DR & STRANDHERD DR (__3ZAZMO),2014,2,,,363459.77137,5014693.46076
JOCKVALE RD btwn WEYBRIDGE DR & TARTAN DR (__3ZAAA4),2014,2,,,362922.98194,5014967.80802
JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES (0004638),2014,2,,,366709.697,5012195.4121
JODI CRT btwn AMELIA PL & JOSHUA ST (__5YXHMC),2014,1,,,381179.64322,5032179.63826
JOHN QUINN RD @ MITCH OWENS RD (0009274),2014,1,,,380591.7819,5017701.4671
JOHN QUINN RD btwn PARKWAY RD & IVESON DR (__3ZAZX0),2014,2,,,381617.22933,5015290.61138
JOHN QUINN RD btwn STONE SCHOOL RD & BANK ST (__3ZA645),2014,3,,,383223.24079,5011364.13641
JOHN SHAW RD btwn GALETTA SIDE RD & LILLIE SIDE RD (__3ZACBN),2014,1,,,326885.27637,5032565.42911
JOHN SHAW RD btwn GRANTS SIDE RD & SNOWBIRD LANE (__3ZBNAM),2014,1,,,333318.54998,5025492.17864
JOHN ST btwn SUSSEX DR & THOMAS ST (__3ZA8BK),2014,1,,,367912.27,5033922.26355
JOHN SUTHERLAND DR @ RICHMOND RD (0000578),2014,4,,,358786.6649,5022150.494
JOHNSTON RD @ PENNARD WAY (0012032),2014,1,,,372676.3981,5025829.4641
JOHNSTON RD @ SOUTHGATE RD (0007060),2014,3,,,371020.7271,5024941.5211
JOHNSTON RD @ TAPIOLA CRES W (0007068),2014,1,,,371570.729,5025266.523
JOHNSTON RD btwn ALLANFORD AVE & CONROY RD (__3ZAZQD),2014,1,,,373313.5575,5026268.0611
JOHNSTON RD btwn ALLANFORD AVE & ROWALLEN PL (__4BQ6F7),2014,1,,,373093.27336,5025978.03623
JOHNSTON RD btwn BANK PL & SOUTHGATE RD (__3ZA9FK),2014,1,,,370951.7271,5024900.02055
JOHNSTON RD btwn BASLAW DR & CELLINI CRT (2) (__3ZA46Y),2014,1,,,374396.15494,5026544.57038
JOHNSTON RD btwn CELLINI CRT & BLOHM DR (__3ZA462),2014,1,,,374532.09004,5026507.55737
JOHNSTON RD btwn CONROY RD & GARDENIA CRT (__3ZBOY0),2014,1,,,373454.27205,5026334.99205
JOHNSTON RD btwn KIWANIS CRT & PENNARD WAY (__42KKA8),2014,2,,,372459.72088,5025797.35078
JOHNWOODS ST @ MAPLE GROVE RD (0001563),2014,1,,,349578.2151,5016087.1411
JOLIFFE ST @ TAWNEY RD (0008317),2014,1,,,374002.7351,5028512.5441
JOLIFFE ST btwn TAWNEY RD & TUPPER AVE (__3ZA74C),2014,1,,,374082.41033,5028544.91196
JOLLIET AVE btwn BEECHWOOD AVE & GARNEAU ST (__3ZA2P3),2014,1,,,369730.31676,5034104.92338
JOLLIET AVE btwn FRECHETTE ST & STE. MONIQUE ST (__3ZA8BQ),2014,1,,,369966.2071,5033985.59755
JOSEPH CYR ST @ CYRVILLE RD (0004157),2014,1,,,372513.7219,5031980.574
JOSEPH CYR ST @ LEMIEUX ST (0009480),2014,2,,,372494.7219,5031752.5721
JOSEPH DROUIN AVE btwn ST. JEAN ST & PARC DU VILLAGE ST (__3ZA48I),2014,1,,,380930.2258,5037451.99318
JOSHUA ST @ RENAUD RD (0013257),2014,2,,,381156.426,5032327.4129
JOY'S RD btwn FRANKTOWN RD & OTTAWA ST (__3ZACHC),2014,1,,,355745.32992,5004401.16109
JUANITA AVE btwn CHARLIE'S LANE & SEAGRAM HGTS (__73ODV6),2014,1,,,341122.84305,5023685.2445
JUNO AVE btwn LOUISIANA AVE & KIPLING ST (__3ZA88N),2014,1,,,372184.22845,5027864.5419
KAKULU RD @ CASTLEFRANK RD (0003540),2014,2,,,352180.403,5018499.7241
KANATA AVE @ EARL GREY DR (0012608),2014,3,,,350951.754,5019284.6559
KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL (0011838),2014,1,,,350286.5929,5019728.823
KANATA AVE @ HWY 417 CASTLEFR IC139R15 (0012626),2014,1,,,351715.3989,5019145.6901
KANATA AVE @ TERRY FOX DR (0012691),2014,6,,,349305.871,5019211.5841
KANATA AVE btwn EARL GREY DR & MARITIME WAY (__3ZBPN5),2014,3,,,351190.67913,5019311.45576
KANATA AVE btwn HWY417 IC139 RAMP15 & AIRD PL (__4BZ0B3),2014,2,,,351763.3415,5019107.8686
KANATA AVE btwn MACASSA CIRC & CAMPEAU DR (__4H4E1T),2014,1,,,350514.58694,5019447.77559
KANATA AVE btwn TERRY FOX DR & RICHARDSON SIDE RD (__4WKBJF),2014,1,,,349334.26463,5019724.87751
KANATA AVE btwn WALDEN DR & KNUDSON DR (__4V3Y4J),2014,1,,,350195.64968,5020500.65273
KANATA AVE/CASTLEFRANK RD @ AIRD PL (0011976),2014,6,,,351811.2841,5019070.0471
KANATA RD @ LORD BYNG WAY/MARITIME WAY (0009115),2014,9,,,351429.974,5019331.309
KAREN WAY @ ST. LAURENT BLVD (0007145),2014,1,,,371270.7101,5034480.5989
KATHLEEN CRES btwn FOREST CREEK DR & RANDALL JAMES DR (__3ZA57K),2014,1,,,351044.24224,5014492.18857
KATIMAVIK RD @ AIRD PL/CHIMO DR W (0011977),2014,1,,,352170.6159,5019158.4671
KATIMAVIK RD @ CHIMO DR E/HEARST WAY (0003437),2014,4,,,352959.6219,5019610.471
KATIMAVIK RD @ MCGIBBON DR/SEWELL WAY (0003484),2014,1,,,351726.1611,5018737.3649
KATIMAVIK RD @ WHITNEY DR (0012110),2014,1,,,352357.6181,5019380.469
KATIMAVIK RD btwn BEAUFORT DR & PEARY WAY (__3ZABEB),2014,1,,,352614.42029,5019668.43544
KATIMAVIK RD btwn MCGIBBON DR & CASTLEFRANK RD (__3ZACW2),2014,1,,,351838.52556,5018840.20872
KATIMAVIK RD btwn PEARY WAY & CHIMO DR (__3ZABEC),2014,1,,1,352844.47737,5019682.96667
KATIMAVIK RD btwn TRANSIT & WHITNEY DR (__3ZBPMC),2014,2,,,352316.00617,5019330.04589
KATNICK WAY btwn MIRO WAY & DOYON AVE (__6E55P5),2014,1,,,349135.20286,5020650.23373
KEENAN AVE @ REDWOOD AVE (0003313),2014,1,,,362081.6849,5026972.5381
KEENAN AVE @ WESTMINSTER AVE (0006788),2014,1,,,362534.6871,5027156.54
KELLY AVE @ PINECREST RD (0002744),2014,2,,,360277.6751,5023953.511
KELLY FARM DR btwn Continuation of KELLY FARM DR & CRESTON VALLEY WAY (__51MY7G),2014,1,,,374780.63354,5020186.74311
KELLY FARM DR btwn SHEPODY CIRC & FINDLAY CREEK DR (__51MYBN),2014,2,,,375209.8042,5020109.21954
KEN STEELE CRT @ VISENEAU DR (0009852),2014,1,,,381779.1351,5035142.474
KENNEVALE DR btwn MERNER AVE & FLANDERS ST (__3ZAB51),2014,1,,,362067.21132,5014383.77984
KENT ST @ LAURIER AVE (0002222),2014,6,2,1,367316.703,5031164.5751
KENT ST @ MACLAREN ST (0007603),2014,1,,,367572.7049,5030742.571
KENT ST @ MCLEOD ST (0007253),2014,3,,,367786.706,5030390.5671
KENT ST @ NEPEAN ST (0006972),2014,1,,,367398.7041,5031029.574
KENT ST @ QUEEN ST (0003137),2014,1,,,367179.703,5031386.577
KENT ST @ SLATER ST (0002114),2014,1,,,367261.703,5031252.5759
KENT ST @ SOMERSET ST (0008857),2014,7,,1,367526.7049,5030815.571
KENT ST @ WELLINGTON ST (0002040),2014,8,,,367097.7019,5031526.5781
KENT ST btwn ARLINGTON AVE & CATHERINE ST (__3ZA3PP),2014,2,,,367888.2071,5030223.06545
KENT ST btwn GILMOUR ST & JAMES ST (__3ZA3QT),2014,3,,,367637.70545,5030635.56955
KENT ST btwn GLADSTONE AVE & MCLEOD ST (__3ZA3P4),2014,1,,,367765.706,5030425.0675
KENT ST btwn GLOUCESTER ST & NEPEAN ST (__3ZA3CP),2014,1,,1,367378.2041,5031064.074
KENT ST btwn MACLAREN ST & GILMOUR ST (__3ZBOE1),2014,1,,,367594.2049,5030707.57055
KENT ST btwn MCLEOD ST & FLORA ST (__3ZA3PX),2014,1,,,367807.70655,5030357.0671
KENT ST btwn NEPEAN ST & LISGAR ST (__3ZBOEX),2014,1,,,367418.2041,5030996.57345
KENT ST btwn SOMERSET ST W & MACLAREN ST (__3ZBOEY),2014,1,,,367549.7049,5030779.071
KENT ST btwn SPARKS ST & QUEEN ST (__3ZA1Z0),2014,2,,,367159.70245,5031421.07755
KENTMARE CRES/TARADALE DR @ CLEARBROOK DR (0010976),2014,1,,,365822.5989,5015193.3359
KENWOOD AVE btwn EDISON AVE & CHURCHILL AVE N (__6KATSE),2014,1,,,363348.28605,5027913.716
KERRIA WALK btwn EVERLASTING CRES & EVERLASTING CRES (__5JY309),2014,1,,,385267.53755,5038670.24605
KERWIN RD btwn MOWBRAY ST & FIFTH LINE RD (__3ZBNC2),2014,3,,,347253.72762,5028697.58021
KESLER AVE btwn WILLETH AVE & HILLIARD AVE (__3ZAAQ7),2014,1,,,365987.26887,5025705.55434
KEYROCK DR btwn BRUNSKILL WAY & FLETCHER CIRC (__54M2NR),2014,1,,,349597.43394,5020243.81341
KEYWORTH AVE btwn PONTIAC ST & CLEARVIEW AVE (__3ZAAIK),2014,2,,,363737.9276,5029641.95857
KILBARRON RD btwn MADDEN CRT & BEATRICE DR (__3ZAZHQ),2014,1,,,364935.53095,5016695.063
KILBIRNIE DR btwn Continuation of KILBIRNIE DR & SANDGATE RDG (__54YKHK),2014,1,,,365926.79112,5011944.09415
KILBORN AVE @ PLAYFAIR DR (0011568),2014,1,,,371462.7249,5027872.543
KILBORN AVE btwn MCQUAIG ST & OLD LILAC LANE (__3ZBOT7),2014,1,,,370139.22,5027722.543
